id,case_id,window,h_value,h_se,two_h_value,two_h_se,four_h_value,four_h_se,richardson_value,richardson_se,richardson_prime_value,richardson_prime_se,fine_gap_value,fine_gap_se,coarse_gap_value,coarse_gap_se,residual_value,residual_se,b_r
core-PVTheta:speed,core-PVTheta,0,2.1836223409980615,0.0009745668504264337,2.186862448671501,0.0009757577130568536,2.193362870940722,0.0009781517751896525,2.180382233324622,0.0009733796724778656,2.18036202640228,0.0009733784309466854,-0.0032401076734394074,2.237127942310268e-06,-0.0065004222692208735,4.48530706959521e-06,2.0206922342502764e-05,4.720911426999776e-06,3.236718433539679e-05
core-PVTheta:speed,core-PVTheta,1,2.1835414248791585,0.0011946926541389854,2.1867833835705928,0.001196148622045905,2.1932830447292324,0.0011990801106306944,2.180299466187724,0.0011932412004391146,2.180283722411953,0.001193235247769785,-0.003241958691434288,2.7397755737599586e-06,-0.006499661158639647,5.496188938908921e-06,1.5743775771071e-05,5.781395996609841e-06,3.063566499427622e-05
core-PVTheta:speed,core-PVTheta,2,2.183813177484789,0.001357261111403069,2.1870537981391673,0.0013589196061456962,2.193548932808939,0.001362238239884929,2.1805725568304104,0.0013556077571261482,2.180558663469396,0.0013556215501455036,-0.0032406206543784677,3.1175385780630605e-06,-0.006495134669771474,6.237687445658699e-06,1.389336101498273e-05,6.570129930256583e-06,3.0816894217140044e-05
core-PVTheta:spatial,core-PVTheta,0,2.136110806458021,0.00358290557910678,2.135760172439377,0.00358295358003521,2.135070293939048,0.0035831098517850814,2.1364614404766655,0.0035828604610278424,2.1364500509397057,0.003582808798420556,0.00035063401864432464,3.2142102295353276e-06,0.0006898785003288666,6.41804583970327e-06,1.1389536959782731e-05,8.080965864685243e-06,3.220472563462219e-05
core-PVTheta:spatial,core-PVTheta,1,2.1376458472532116,0.004365301475224094,2.137296425686437,0.004365350647371152,2.1366029520886807,0.004365522799259498,2.1379952688199864,0.0043652558447576225,2.137989899284193,0.004365192490730198,0.00034942156677475467,3.932270782351078e-06,0.0006934735977561779,7.818023225463718e-06,5.369535793775526e-06,9.866952248909906e-06,3.0785120532752884e-05
core-PVTheta:spatial,core-PVTheta,2,2.138503183936667,0.004925087553401111,2.1381539484111065,0.0049251519626903025,2.13745874957873,0.004925306241181552,2.138852419462227,0.004925027156635639,2.138849147243483,0.004925013455059883,0.0003492355255603208,4.445888976071633e-06,0.0006951988323766756,8.81449824324534e-06,3.2722187444100825e-06,1.1163337387795483e-05,3.202707031275083e-05
core-PVTheta:raw_msd,core-PVTheta,0,2.247641561356323,0.003721675778170929,2.2474117284736517,0.003721963616160123,2.246962738499502,0.0037225927009202505,2.2478713942389943,0.003721390874083036,2.2478607184478014,0.0037213461912805955,0.0002298328826713103,3.316781562365902e-06,0.0004489899741497716,6.617109030506819e-06,1.0675791192404915e-05,8.205486399601872e-06,3.181172350997013e-05
core-PVTheta:raw_msd,core-PVTheta,1,2.2492241534091892,0.004535643969504505,2.248995734361581,0.004535987842778433,2.2485437980782104,0.0045367369551226645,2.2494525724567973,0.00453530370105314,2.249447670644952,0.0045352529284244155,0.00022841904760806386,4.057980709872757e-06,0.00045193628337081293,8.059314189577538e-06,4.901811845314796e-06,1.0016068424105602e-05,3.070149439798707e-05
core-PVTheta:raw_msd,core-PVTheta,2,2.250421322403469,0.00511794838836259,2.250193511835177,0.005118344342270504,2.249740772354069,0.0051191537444329645,2.2506491329717613,0.005117556521813541,2.2506462513162844,0.00511755095715974,0.00022781056829224156,4.590649317750484e-06,0.000452739481107578,9.089723968986527e-06,2.8816554764610203e-06,1.1338162747232663e-05,3.208682732863498e-05
core-PVTheta:r_dot_v,core-PVTheta,0,1.1231851247549385,0.0010334814847832432,1.1220335033529938,0.001033414820502872,1.1197236953876033,0.0010332762863776528,1.1243367461568832,0.0010335499969550703,1.1243433113183843,0.001033560829566384,0.0011516214019446913,1.3835933750667157e-06,0.002309807965390487,2.7829781150893397e-06,-6.5651615006601105e-06,3.188762272963976e-06,1.4778868805255986e-05
core-PVTheta:r_dot_v,core-PVTheta,1,1.1232936727253622,0.001265580222934683,1.1221414573070732,0.0012654972279385489,1.1198305386280873,0.0012653410512892128,1.1244458881436512,0.0012656654911099787,1.124452375986059,0.0012656625594112865,0.0011522154182890265,1.6982255461837482e-06,0.002310918678985807,3.407530844732523e-06,-6.48784240775413e-06,3.904300491629539e-06,1.6544654023762952e-05
core-PVTheta:r_dot_v,core-PVTheta,2,1.1238589882063243,0.0014391627208030068,1.1227063164400708,0.001439073080521333,1.120398122165593,0.00143890449805754,1.125011659972578,0.0014392549286927638,1.1250145107145486,0.001439252015026787,0.0011526717662535546,1.9244413923502375e-06,0.002308194274477815,3.863620489224854e-06,-2.850741970927828e-06,4.42852578591232e-06,1.425786846158615e-05
figure-rho0p15-P:spatial,figure-rho0p15-P,0,108.600837773236,0.19625556640421882,108.61187189322884,0.19626035775020437,108.63427624418743,0.19626808356820827,108.58980365324315,0.19625098098744792,108.58946754227024,0.19625347531554685,-0.011034119992842761,0.0002010889012038489,-0.022404350958595387,0.00040691061103559405,0.0003361109728672318,0.0005647058305988233,0.001790696799180988
figure-rho0p15-P:spatial,figure-rho0p15-P,1,108.58815613991801,0.23491863285858833,108.59924018425467,0.2349241094108856,108.62222977386499,0.23493466300314692,108.57707209558136,0.23491340377649675,108.57625059464435,0.23491455923925664,-0.011084044336655552,0.00024117220067145743,-0.022989589610318717,0.00048562227139766883,0.0008215009369934023,0.0006728845513756012,0.002554736682299127
figure-rho0p15-P:spatial,figure-rho0p15-P,2,108.59167375114951,0.2606383585698925,108.60271282181758,0.26064525870885347,108.62578141341379,0.2606574332789641,108.58063468048145,0.26063173550365043,108.57964423022136,0.2606341962863859,-0.011039070668061868,0.0002688150239982864,-0.023068591596214105,0.0005385269806060107,0.0009904502600477372,0.0007485443718939971,0.0029185727881422966
figure-rho0p15-V:spatial,figure-rho0p15-V,0,3.5478031659391167,0.006159846384921335,3.5477836998656334,0.006159793054460853,3.5477403122015123,0.006159703431740482,3.5478226320126,0.006159910331147534,3.5478270875297544,0.006159925090820299,1.946607348335405e-05,8.086714580170813e-06,4.338766412104178e-05,1.61639095613998e-05,-4.455517154777766e-06,2.22604636411485e-05,6.179467171114439e-05
figure-rho0p15-V:spatial,figure-rho0p15-V,1,3.54690261635467,0.007951472266775545,3.5468867875318,0.00795142677870162,3.5468583319922566,0.007951345487707592,3.5469184451775404,0.007951531508435741,3.5469152430713433,0.007951563021786876,1.5828822870211923e-05,1.0457726771108474e-05,2.8455539543337238e-05,2.0903590958044513e-05,3.2021061975306964e-06,2.878596164971052e-05,7.734982974428226e-05
figure-rho0p15-V:spatial,figure-rho0p15-V,2,3.548317263328436,0.009238331860867042,3.5483005063381956,0.009238288170639061,3.5482783458018092,0.00923819552371045,3.548334020318676,0.009238391589007761,3.548322666874582,0.009238444861167596,1.675699024028532e-05,1.2172357963033979e-05,2.2160536386373053e-05,2.4324263590794445e-05,1.1353444094197584e-05,3.349335291443224e-05,9.762660400365928e-05
figure-rho0p15-V:v_x,figure-rho0p15-V,0,-0.00023503957981952034,0.000282176830403946,-0.00023474776777790958,0.0002822090478052393,-0.00023579472530088836,0.00028227399178622523,-0.0002353313918611311,0.00028214493769765375,-0.0002337008102549308,0.0002821454070031154,-2.9181204161076693e-07,3.0438291521742845e-07,1.0469575229787832e-06,6.098383408376609e-07,-1.6305816062003441e-06,7.894863133248018e-07,3.664163586774551e-06
figure-rho0p15-V:v_x,figure-rho0p15-V,1,-0.00019736374644274687,0.00034376210547284585,-0.00019694858164917017,0.00034380187052707227,-0.00019776034510226472,0.0003438825458842847,-0.00019777891123632358,0.00034372273851612057,-0.0001961368181960756,0.00034372279202656063,-4.1516479357670867e-07,3.7204347003600544e-07,8.117634530945559e-07,7.452404188916784e-07,-1.6420930402479732e-06,9.642419220734154e-07,4.12581563878784e-06
figure-rho0p15-V:v_x,figure-rho0p15-V,2,-0.00040441478288337544,0.00038942994788821475,-0.00040405732199519254,0.00038947533927167544,-0.0004052743720117259,0.0003895681923676966,-0.00040477224377155835,0.0003893850099553711,-0.00040284027197865917,0.00038938429882188314,-3.574608881829074e-07,4.2264305023548043e-07,1.217050016533367e-06,8.452431812330304e-07,-1.9319717928990734e-06,1.0929415143700443e-06,4.7472025726251e-06
figure-rho0p15-Theta:spatial,figure-rho0p15-Theta,0,4.831207719595519,0.008594932643068747,4.8310770059065415,0.008594719645108892,4.83084139344498,0.008594295823994735,4.831338433284497,0.008595162850321103,4.831312618368103,0.00859521223132241,0.00013071368897765723,1.2163958712755105e-05,0.00023561246156145188,2.4315178040966888e-05,2.5814916392086218e-05,3.252062892944651e-05,0.00010958250535680436
figure-rho0p15-Theta:spatial,figure-rho0p15-Theta,1,4.83662514016245,0.011113343945550086,4.8364867874027375,0.01111311035784102,4.836239400463721,0.011112666390685063,4.836763492922163,0.011113599787525946,4.836734174341754,0.011113643174757621,0.0001383527597127454,1.572829712212433e-05,0.0002473869390167138,3.1426703543894435e-05,2.9318580408776995e-05,4.200772033073124e-05,0.00013752329740990724
figure-rho0p15-Theta:spatial,figure-rho0p15-Theta,2,4.842382693200039,0.012903656339309354,4.842236110740093,0.012903433469005337,4.841988261989933,0.012903008128089115,4.842529275659985,0.012903905062025711,4.842483959490254,0.012903962100680455,0.00014658245994603192,1.826599057022294e-05,0.0002478487501607063,3.6510760312376705e-05,4.531616973046937e-05,4.876755825901445e-05,0.00017093307535418224
figure-rho0p15-Theta:v_x,figure-rho0p15-Theta,0,0.3914720262847499,0.0003365360629551673,0.3918545232225357,0.0003365540081691436,0.3926190394750938,0.0003365900885240517,0.3910895293469641,0.00033651852394398635,0.39109000696997764,0.0003365195510465206,-0.0003824969377858034,3.7015768710370844e-07,-0.0007645162525580784,7.399661305965261e-07,-4.776230135838944e-07,9.39428787730724e-07,2.8974312135721746e-06
figure-rho0p15-Theta:v_x,figure-rho0p15-Theta,1,0.39171250064901725,0.00040975720613457134,0.39209516145177226,0.0004097806685288401,0.3928594806552917,0.0004098279157170278,0.39132983984626224,0.00040973424059221616,0.3913308422482528,0.00040973540382496955,-0.00038266080275500824,4.518048273157002e-07,-0.0007643192035194368,9.025100242720504e-07,-1.0024019905241488e-06,1.1443820776132621e-06,3.9501348804406e-06
figure-rho0p15-Theta:v_x,figure-rho0p15-Theta,2,0.3916465957694511,0.000463965051075333,0.39202932440397975,0.0004639924779154552,0.39279398811394944,0.0004640480527469101,0.39126386713492245,0.00046393818703515885,0.39126466069401006,0.0004639391564709751,-0.0003827286345286507,5.117191229020105e-07,-0.0007646637099696929,1.0239728879849173e-06,-7.935590877194976e-07,1.2960511498991455e-06,4.131965618464587e-06
figure-rho0p15-PV:spatial,figure-rho0p15-PV,0,90.60044050255217,0.1535807515498957,90.60287761198215,0.1535840950706626,90.60747143320637,0.15358455884984948,90.5980033931222,0.15357756745194273,90.59828379075793,0.15358426279285098,-0.0024371094299766582,0.0001565085760321811,-0.004593821224219141,0.0003114300705668344,-0.00028039763569154275,0.0004333266608561526,0.001396573146712627
figure-rho0p15-PV:spatial,figure-rho0p15-PV,1,90.70433618029374,0.18457808129225714,90.70672079744797,0.18458194811038986,90.71112115643834,0.18458571516638875,90.7019515631395,0.18457440687648732,90.7023204384576,0.18457893507243764,-0.0023846171542345473,0.00018848736242346996,-0.004400358990366726,0.00037308143148232306,-0.00036887531808815766,0.000520287526816674,0.0017090471759080884
figure-rho0p15-PV:spatial,figure-rho0p15-PV,2,90.57688673281989,0.2051766549804573,90.57909470635997,0.20518013994386397,90.5835962008732,0.20518968394522835,90.5746787592798,0.20517338514252292,90.57459321184673,0.20517143759947643,-0.002207973540080843,0.00021011935466062784,-0.004501494513235116,0.0004156617683513504,8.55474330734296e-05,0.000580672836784657,0.0015812615418098219
figure-rho0p15-PTheta:spatial,figure-rho0p15-PTheta,0,96.78029709349006,0.17266118044395784,96.78106612178969,0.1726610429811994,96.78275534681102,0.17265879010598426,96.77952806519043,0.17266151162204385,96.77937689676837,0.17266407720489083,-0.0007690282996293263,0.00018288570589730023,-0.0016892250213231819,0.0003673085675926802,0.00015116842207874015,0.000507581102979193,0.0014586107010353966
figure-rho0p15-PTheta:spatial,figure-rho0p15-PTheta,1,96.6678718403997,0.20592814960475278,96.66866758867022,0.2059273918441415,96.6701838694791,0.20592380003582092,96.66707609212918,0.20592913915608294,96.66715130786133,0.2059319312256648,-0.0007957482705194252,0.0002184788561344627,-0.0015162808088859947,0.0004417556244770072,-7.5215732124434e-05,0.0006101861156362207,0.001646951009369051
figure-rho0p15-PTheta:spatial,figure-rho0p15-PTheta,2,96.67646638448764,0.22958975524858122,96.67714974633952,0.22958772541164948,96.67857643690279,0.2295835495160735,96.67578302263576,0.229592043406869,96.67572305577626,0.22959295902683724,-0.0006833618518840012,0.0002435418133705314,-0.0014266905632638327,0.0004928101603860431,5.996685949583025e-05,0.0006792188401811088,0.0018095186515236135
figure-rho0p15-VTheta:spatial,figure-rho0p15-VTheta,0,3.3038302345286183,0.005699244420051497,3.3036935611297906,0.005699049894917248,3.3034151929120474,0.005698566396920204,3.303966907927446,0.005699449879270881,3.303971929347534,0.005699577155897714,0.00013667339882772467,7.89658473381815e-06,0.00027836821774318565,1.5800737744904894e-05,-5.021420087736317e-06,2.136959521018811e-05,6.00658496340721e-05
figure-rho0p15-VTheta:spatial,figure-rho0p15-VTheta,1,3.308688544230172,0.007365171561572002,3.308550319792218,0.007364911903594418,3.308272015887451,0.007364339526295982,3.3088267686681263,0.007365445359850303,3.308828623696985,0.007365540758293061,0.00013822443795419304,1.0208669580010042e-05,0.0002783039047669078,2.0403740197350906e-05,-1.8550288585217345e-06,2.760128942883688e-05,7.295123898370454e-05
figure-rho0p15-VTheta:spatial,figure-rho0p15-VTheta,2,3.3123023365838162,0.008552353462952253,3.3121689536472636,0.008552033240047174,3.311888361580542,0.008551399633477263,3.312435719520369,0.008552690139943373,3.312449545713985,0.008552732549683282,0.00013338293655262845,1.186714399930246e-05,0.0002805920667214856,2.3713710206264395e-05,-1.3826193615784632e-05,3.204624114267008e-05,9.637184061810155e-05
figure-rho0p15-VTheta:v_x,figure-rho0p15-VTheta,0,0.3018190920955792,0.0002709463893278613,0.3021476401636116,0.00027097731567819674,0.30280515479294096,0.0002710388982136193,0.3014905440275468,0.00027091579432536036,0.3014901255342823,0.00027091705936004755,-0.0003285480680323971,3.0120382809858996e-07,-0.0006575146293293366,6.025665216500438e-07,4.184932644868411e-07,7.705201783240634e-07,2.403221718752009e-06
figure-rho0p15-VTheta:v_x,figure-rho0p15-VTheta,1,0.3020054214043677,0.000330535174411084,0.30233449420194053,0.0003305738202586909,0.3029923262691565,0.0003306503427993816,0.3016763486067949,0.000330496933943374,0.30167666213472455,0.00033049892167386297,-0.0003290727975728269,3.6806281036830523e-07,-0.0006578320672159799,7.36593539266566e-07,-3.135279296184734e-07,9.411502118224216e-07,2.737770224225899e-06
figure-rho0p15-VTheta:v_x,figure-rho0p15-VTheta,2,0.3018276151206478,0.000374649254022359,0.3021567120954517,0.0003746931726937664,0.3028143372917286,0.0003747810009457461,0.30149851814584394,0.0003746057961121325,0.3014990868991748,0.00037460718736407553,-0.00032909697480387745,4.1777093313985034e-07,-0.0006576251962768787,8.355142361482662e-07,-5.687533308762482e-07,1.0666743327497308e-06,3.3163243344643145e-06
figure-rho0p15-PVTheta:spatial,figure-rho0p15-PVTheta,0,86.99526128995664,0.15797825190433826,86.98993795086416,0.157971734774342,86.97974109710839,0.15796525478244552,87.00058462904913,0.15798493295728885,87.00013480461993,0.15797885184353397,0.0053233390924845025,0.00016105842570839624,0.010196853755772395,0.00031731140388961264,0.0004498244291823994,0.00044762547936435176,0.0016028312559223312
figure-rho0p15-PVTheta:spatial,figure-rho0p15-PVTheta,1,86.95192726199116,0.19034838772334217,86.9465796654693,0.1903405990554128,86.93639769726671,0.19033336766318953,86.95727485851302,0.19035637384594,86.95676163367189,0.19034859041447727,0.005347596521858122,0.00019402937550197939,0.010181968202587655,0.0003804084925632985,0.00051322484112859,0.0005383270992761536,0.00189986355831226
figure-rho0p15-PVTheta:spatial,figure-rho0p15-PVTheta,2,87.05388493890149,0.21291512643874028,87.04858575957324,0.21290704481208383,87.03830090637724,0.21290011089778965,87.05918411822974,0.2129234288258981,87.05887061276924,0.21291482399255313,0.005299179328247305,0.0002169570723187922,0.010284853195997812,0.0004242845988687446,0.0003135054604541665,0.0006018796065111248,0.0018638445880845712
figure-rho0p5-P:spatial,figure-rho0p5-P,0,20.011970038298724,0.03531100093505421,20.016214684872658,0.035314953063833435,20.02487330162995,0.03532263512906348,20.00772539172479,0.03530708823983852,20.007556068115367,0.03530742852356682,-0.0042446465739338635,3.752203155213001e-05,-0.008658616757291071,7.497201548474855e-05,0.0001693236094162387,9.999621893170117e-05,0.000426896800379716
figure-rho0p5-P:spatial,figure-rho0p5-P,1,20.039757909739887,0.04288825914518361,20.043996427929212,0.042892481458217724,20.052610297714775,0.04290100262281121,20.03551939155056,0.04288408404839232,20.03538255814365,0.04288414894823775,-0.004238518189325191,4.5195709291790805e-05,-0.00861386978556311,9.034868563477801e-05,0.00013683340690207046,0.00012033082773676156,0.00044678507910083146
figure-rho0p5-P:spatial,figure-rho0p5-P,2,20.047671148190044,0.04824965473343276,20.051889264308617,0.048254301697209366,20.06045246102233,0.0482634566363915,20.043453032071472,0.04824506036351063,20.043326067594904,0.048245356521403875,-0.004218116118572368,5.0586426771438196e-05,-0.008563196713712529,0.00010101435443813614,0.00012696447655713428,0.00013461884541122597,0.00047371964337070664
figure-rho0p5-V:spatial,figure-rho0p5-V,0,1.6521763479087241,0.0028459667820649533,1.6517929539761922,0.0028453438656439287,1.6510174793228463,0.0028440925343562627,1.652559741841256,0.0028465959330808105,1.6525684286295381,0.0028466201884654683,0.0003833939325319502,4.258565219483518e-06,0.0007754746533459311,8.526835436955107e-06,-8.686788282474822e-06,1.0843649728722e-05,3.6618179010606774e-05
figure-rho0p5-V:spatial,figure-rho0p5-V,1,1.6527713932542518,0.003652928488695615,1.6523886442472273,0.0036521297058945564,1.6516162749608212,0.0036505440451996556,1.6531541422612763,0.0036537353897917826,1.6531610135336334,0.0036537478518344157,0.00038274900702450765,5.504554763739352e-06,0.000772369286406116,1.1009390817999466e-05,-6.871272357100722e-06,1.3949728726729301e-05,4.28033923872858e-05
figure-rho0p5-V:spatial,figure-rho0p5-V,2,1.6533437664180848,0.004218812213179783,1.6529637076815191,0.004217892145497232,1.6521984988885643,0.0042160763481109585,1.6537238251546504,0.004219741788593672,1.653728916474474,0.004219745976688638,0.00038005873656565825,6.4005195569331095e-06,0.0007652087929548301,1.2798023013362453e-05,-5.091319823291585e-06,1.6154201375606865e-05,4.670178510121976e-05
figure-rho0p5-V:v_x,figure-rho0p5-V,0,7.511114637964294e-05,0.0002943016093407637,7.500347792732041e-05,0.000294365855391123,7.544379651272129e-05,0.00029449437125904734,7.521881483196546e-05,0.0002942377029444321,7.456315934191954e-05,0.00029423870080054075,1.0766845232252405e-07,3.2259342553371516e-07,-4.4031858540087424e-07,6.457986360805632e-07,6.556554900459359e-07,8.248959915688069e-07,2.7804467574685576e-06
figure-rho0p5-V:v_x,figure-rho0p5-V,1,-7.050089804854309e-05,0.00035671621671317614,-7.089573062871353e-05,0.00035679482204809736,-7.045012520326997e-05,0.000356952515099693,-7.010606546837265e-05,0.00035663802771609894,-7.134133605415708e-05,0.00035663879695290915,3.9483258017043916e-07,3.932691439240923e-07,-4.4560542544355654e-07,7.872253006637395e-07,1.2352705857844484e-06,1.0031813073548393e-06,3.819294393992484e-06
figure-rho0p5-V:v_x,figure-rho0p5-V,2,-0.0002469625698376875,0.00040229338376197485,-0.0002476421115270174,0.00040238255918091236,-0.00024764728728852124,0.0004025607991977019,-0.0002462830281483576,0.00040220468254320807,-0.00024763693576551355,0.000402206214519744,6.795416893299049e-07,4.4573273609665195e-07,5.175761503845716e-09,8.91118127382129e-07,1.353907617155964e-06,1.1345448792500657e-06,4.276301563264152e-06
figure-rho0p5-Theta:spatial,figure-rho0p5-Theta,0,3.6644342499717126,0.0066178245113976296,3.663776524583647,0.006616733802902988,3.6624969079324114,0.006614612638994043,3.665091975359778,0.006618934881124486,3.6650561412348828,0.006618933722377335,0.000657725388065522,1.1459749884135276e-05,0.00127961665123566,2.2929764558541715e-05,3.5834124894496e-05,2.87200792486667e-05,0.00010981214662205395
figure-rho0p5-Theta:spatial,figure-rho0p5-Theta,1,3.6663073101453683,0.008437451572438392,3.6656576151962463,0.008436184169185946,3.6643791394844833,0.008433726008212496,3.66695700509449,0.008438744202557793,3.6669360909080093,0.00843874305788903,0.0006496949491219262,1.4645445373552528e-05,0.001278475711762983,2.9258381899491174e-05,2.091418647998111e-05,3.6673089005604136e-05,0.00011537780379047991
figure-rho0p5-Theta:spatial,figure-rho0p5-Theta,2,3.6624539956506075,0.009664065989253396,3.661814579392802,0.009662735966611618,3.6605401838656877,0.009660162703016895,3.663093411908413,0.009665425062051081,3.663088974919916,0.009665424995856207,0.000639416257805614,1.680924279601033e-05,0.0012743955271141694,3.354905647684467e-05,4.436988495282179e-06,4.207140793994411e-05,0.00011280575390649279
figure-rho0p5-Theta:v_x,figure-rho0p5-Theta,0,1.0013220020700146,0.0004636133749748061,1.0022984422492884,0.00046362281299859706,1.0042512345720676,0.0004636422950900783,1.0003455618907409,0.00046360463120054485,1.0003456499265093,0.00046360610452053587,-0.0009764401792737853,5.674029718572412e-07,-0.0019527923227791177,1.1341251335325992e-06,-8.803576845295424e-08,1.3927203855421783e-06,3.675445749114315e-06
figure-rho0p5-Theta:v_x,figure-rho0p5-Theta,1,1.0014337372694035,0.0005582169655679082,1.0024098583972767,0.0005582318565876818,1.0043627897809297,0.0005582632738647022,1.0004576161415304,0.0005582029153685836,1.0004569270136237,0.0005582037986957759,-0.000976121127873153,6.852516434612977e-07,-0.0019529313836530449,1.3697455730190818e-06,6.891279067389178e-07,1.678923837927959e-06,5.013749126818439e-06
figure-rho0p5-Theta:v_x,figure-rho0p5-Theta,2,1.0017924093192283,0.0006254474091867793,1.0027684429454107,0.0006254686050354428,1.0047211027025582,0.0006255122319401648,1.000816375693046,0.0006254271583897829,1.0008157831882631,0.0006254287531800006,-0.000976033626182371,7.690967403997838e-07,-0.0019526597571475346,1.5371794123044818e-06,5.925047827926022e-07,1.8834539657382682e-06,5.443960699534518e-06
figure-rho0p5-PV:spatial,figure-rho0p5-PV,0,11.650078763180705,0.023865314759286785,11.649008850179984,0.023865646201914427,11.646946991406924,0.023867911438717353,11.651148676181426,0.023865008846817633,11.651070708953043,0.023863484301684144,0.0010699130007214563,2.4685764852105338e-05,0.0020618587730591997,4.971012610335817e-05,7.796722838193659e-05,6.661747112162663e-05,0.0002495624626220875
figure-rho0p5-PV:spatial,figure-rho0p5-PV,1,11.665570411751387,0.028412478793269153,11.664507033947134,0.028412785065225488,11.662452211713408,0.028415367592627423,11.666633789555641,0.028412203641217295,11.66656185618086,0.028410326453216686,0.0010633778042539177,2.9736818616837116e-05,0.0020548222337257727,5.938971747156174e-05,7.193337478028639e-05,7.963650008770148e-05,0.0002770634053343682
figure-rho0p5-PV:spatial,figure-rho0p5-PV,2,11.650809994883726,0.03147683729713216,11.64974955911755,0.03147717921110406,11.647675540031551,0.031479742801371516,11.651870430649902,0.03147653015611336,11.65182357820355,0.03147475553047311,0.0010604357661758712,3.308546822704092e-05,0.0020740190859989127,6.640921481991628e-05,4.685244634750063e-05,8.82931857087552e-05,0.0002742806213954797
figure-rho0p5-PTheta:spatial,figure-rho0p5-PTheta,0,15.998359424009891,0.03151107783101938,16.001348606640786,0.03151248954323795,16.007373029978325,0.03151474048373828,15.995370241378996,0.03150970960829198,15.995324183303246,0.03151041398419736,-0.00298918263089476,3.704501618065689e-05,-0.006024423337539275,7.437334035104622e-05,4.6058075753308e-05,9.615292876125787e-05,0.00029373160727390394
figure-rho0p5-PTheta:spatial,figure-rho0p5-PTheta,1,16.01183904168804,0.03803097159750933,16.014851823134755,0.03803286534964889,16.020888909219455,0.03803615685156707,16.008826260241328,0.038029129430787546,16.008814737050056,0.03802978547985041,-0.003012781446713575,4.433208203313206e-05,-0.006037086084699439,8.977268906969885e-05,1.1523191272289068e-05,0.00011581720920286337,0.0003098485525866144
figure-rho0p5-PTheta:spatial,figure-rho0p5-PTheta,2,15.992318650820126,0.04249049124142226,15.995316787798364,0.04249259624265618,16.00130783046927,0.04249696720671559,15.989320513841887,0.04248844346891266,15.98932574512746,0.04248846257753065,-0.0029981369782383638,4.935573735930614e-05,-0.005991042670904889,0.00010050643782266925,-5.2312855700620275e-06,0.00012932404449471363,0.0003383479490266832
figure-rho0p5-VTheta:spatial,figure-rho0p5-VTheta,0,1.2512820141738548,0.0022292521917896156,1.250745640080154,0.002228378389331069,1.2496827164972208,0.0022266498383553338,1.2518183882675555,0.0022301324337909213,1.2518085636630871,0.002230132749658238,0.0005363740937007755,3.889028563711613e-06,0.0010629235829331396,7.781120440384519e-06,9.82460446841138e-06,9.592522931476283e-06,3.4533306129803706e-05
figure-rho0p5-VTheta:spatial,figure-rho0p5-VTheta,1,1.25193207300594,0.0028644046000421003,1.251399429089807,0.002863278225159297,1.2503283977888064,0.002861049351941756,1.252464716922073,0.002865539329359623,1.2524704603908074,0.002865540515164804,0.0005326439161330576,5.020821322233116e-06,0.0010710313010005024,1.0036158492052356e-05,-5.743468734387136e-06,1.2353787422471052e-05,3.75647163863978e-05
figure-rho0p5-VTheta:spatial,figure-rho0p5-VTheta,2,1.2516377896426967,0.003310916251176713,1.251108495639814,0.0033096196030112882,1.2500409851654433,0.0033070548471294636,1.2521670836455794,0.0033122226462673895,1.2521760061141847,0.003312223343699633,0.0005292940028827076,5.8279701026040955e-06,0.0010675104743707031,1.1649188771356407e-05,-8.922468604843914e-06,1.4305249597288089e-05,4.5770349711420145e-05
figure-rho0p5-VTheta:v_x,figure-rho0p5-VTheta,0,0.5006948449234758,0.0002510670820575027,0.5013057511313238,0.00025108927994794543,0.502527938435954,0.00025113424462574395,0.5000839387156278,0.00025104523992055557,0.5000835638266936,0.0002510457343185607,-0.0006109062078479832,2.9967132780041975e-07,-0.0012221873046301956,5.98553979579873e-07,3.7488893411818935e-07,7.826782908242725e-07,2.3909346108366456e-06
figure-rho0p5-VTheta:v_x,figure-rho0p5-VTheta,1,0.50065027130666,0.0003049969950041452,0.501261023064939,0.0003050250390534565,0.5024827596055995,0.0003050802632464105,0.5000395195483809,0.00030496938581823715,0.5000392865242785,0.00030497154866831105,-0.0006107517582790711,3.652484074727413e-07,-0.0012217365406604896,7.292532213992402e-07,2.3302410245840122e-07,9.528683321168316e-07,2.687450274702106e-06
figure-rho0p5-VTheta:v_x,figure-rho0p5-VTheta,2,0.5007996166077021,0.0003442955281759305,0.5014106121226347,0.0003443274766415247,0.5026327815021391,0.0003443908760660405,0.5001886210927695,0.0003442640742675715,0.5001884427431303,0.00034426604671797755,-0.0006109955149325996,4.1385851556493216e-07,-0.0012221693795043675,8.258631000480126e-07,1.7834963916829594e-07,1.0784575308359311e-06,2.956272149675742e-06
figure-rho0p5-PVTheta:spatial,figure-rho0p5-PVTheta,0,10.63307623544331,0.019198491252165648,10.630598227318885,0.019197422294993577,10.625609790487626,0.01919524572743681,10.635554243567736,0.019199581736949984,10.635586664150143,0.01919968520564736,0.002478008124425557,2.0358378832522515e-05,0.004988436831258269,4.077369251426245e-05,-3.242058240715551e-05,5.5111592697925686e-05,0.00017437863784102912
